TOPIC,SUBTOPIC,SUBTOPIC_ID,TAXONOMY,TAXONOMY_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,NESTING_LABEL,NESTING_LABEL_ID,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2021,,18,,16.7,19.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2022,,19.9,,18.4,21.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2023,,18.6,,17.2,20,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2024,,19.7,,18.3,21.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2019,,32.6,,30.5,34.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2020,,30.1,,28,32.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2021,,29.8,,27.8,31.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2022,,29.7,,27.7,31.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2023,,34,,31.9,36.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2024,,31.9,,29.9,33.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2019,,11.3,,9.8,13,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2020,,11.8,,10.1,13.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2021,,12.4,,10.8,14.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2022,,12,,10.4,13.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2023,,12,,10.5,13.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2024,,13.4,,11.8,15.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2019,,7.5,,6.7,8.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2020,,7.6,,6.8,8.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2021,,8.1,,7.4,9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2022,,9.6,,8.7,10.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2023,,9.7,,8.8,10.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2024,,10,,9,11,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2019,,16.1,,15.5,16.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2020,,15.3,,14.7,15.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2021,,15.8,,15.3,16.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2022,,17.1,,16.5,17.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2023,,17.1,,16.5,17.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2024,,17.5,,16.9,18.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2019,,8.4,,7.5,9.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2020,,7,,6.1,7.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2021,,8.4,,7.5,9.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2022,,8.9,,7.9,10,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2023,,8.5,,7.6,9.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2024,,8.4,,7.5,9.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2019,,12.2,,7.6,18.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2020,,21.7,,14.1,31.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2021,,13.8,,9.7,18.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2022,,16.6,,11.5,22.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2023,,18.3,,13.4,24.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2024,,16.3,,11.3,22.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2019,,7,,5.6,8.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2020,,7.5,,6,9.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2021,,7.2,,5.9,8.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2022,,9.5,,7.8,11.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2023,,7,,5.7,8.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2024,,8,,6.6,9.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2019,,8.8,,7.5,10.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2020,,8.6,,7.4,10,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2021,,8.5,,7.4,9.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2022,,8.9,,7.8,10.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2023,,9.5,,8.5,10.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2024,,10.1,,8.9,11.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2019,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2020,,12.1,,5.9,21.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2021,,14.4,,8,23.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2022,,14.5,,7.6,24.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2023,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2024,,14.4,,7.7,23.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2019,,16.9,,16.3,17.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2020,,15.7,,15.1,16.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2021,,16.5,,16,17.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2022,,17.8,,17.1,18.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2023,,17.7,,17.1,18.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2024,,18.2,,17.6,18.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2019,,23.7,,16.6,32.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2020,,18,,11.6,26,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2021,,22.5,,15.7,30.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2022,,23.4,,15.7,32.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2023,,22,,15,30.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2024,,21.7,,15.7,28.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2019,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2020,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2021,,7.5,,3.7,13.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2022,,14.2,,7.1,24.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2023,,7.5,,3.7,13.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2024,,17.6,,10.9,26.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2019,,8.5,,7.5,9.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2020,,7.7,,6.7,8.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2021,,8.9,,8,10,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2022,,8.6,,7.6,9.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2023,,9.8,,8.8,10.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2024,,9.8,,8.8,10.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2019,,8.3,,7.1,9.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2020,,7.3,,6.1,8.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2021,,9.7,,8.3,11.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2022,,9.3,,8,10.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2023,,10.6,,9.3,12.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2024,,9.9,,8.6,11.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2019,,15.8,,15.3,16.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2020,,15,,14.4,15.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2021,,15.5,,15,16,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2022,,16.9,,16.3,17.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2023,,16.6,,16,17.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2024,,17,,16.4,17.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2019,,8.9,,7.6,10.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2020,,8.7,,7.4,10.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2021,,8.5,,7.4,9.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2022,,8.9,,7.8,10.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2023,,9.5,,8.4,10.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2024,,10.1,,8.8,11.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
Any difficulty hearing,,,Functioning and disability,100,Demographic Characteristic,1,Race and Hispanic origin,9,9,"White only, non-Hispanic",32,32,,,"Percent of population, crude",1,2019,,18,,17.4,18.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA36,SC_NHISA00"
